Key,brazilian
typeLightArmor,"Armadura Leve"
typeLighting,"Iluminação"
typeLoot,"Armazenamento"
typeMedical,"Médico"
typeMedicine,"Medicinal"
typeMediumArmor,"Armadura Média"
typeMelee,"Corpo a corpo"
typeMeleeTools,"Corpo-a-corpo"
typeMeleeWeapons,"Armas corpo a corpo"
typeMachineGuns,"Metralhadora"
typeMinesExplosives,"Minas/Explosivos"
typeMinibikes,"Motocicleta | Veículo"
typeMotorcycles,"Motocicleta | Veículo"
typeChoppingTools,"Ferramentas para Madeira"
typeMaintenance,"Ferramenta de reparo e melhoria"
typeMiningTools,"Ferramentas para Mineração"
typeMissions,"Item de missão"
typeMisc,"Diversos"
typeMods,"Modificador de item"
typePainting,"Pintura"
typePaintingTools,"Ferramentas para Pintura"
typePistols,"Pistola"
typePlumbing,"Encanamento"
typePolearms,"Armas de haste"
typePortableDrones,"Drone Portátil"
typePortableTurrets,"Torreta Portátil"
typePowered,"Energizado"
typePoweredCutting,"Ferramenta de corte motorizada"
typePoweredDigging,"Ferramenta de escavação motorizada"
typePoweredMining,"Ferramenta de mineração motorizada"
typePoweredMiningDigging,"Ferramenta de mineração/escavação motorizada"
typeResearch,"Pesquisa"
typeQuality,"Qualidade"
typeQualitySchematics,"Qualidade da pesquisa"
typeRanged,"À distância"
typeRangedGuns,"Pistola"
typeRangedWeapons,"Arma à distância"
typeRecipes,"Receita"
typeResources,"Recurso"
typeRoadProps,"Decoração da estrada"
typeRocketLaunchers,"Lança-foguetes"
typeSalvage,"Desmontagem"
typeSalvageTools,"Ferramentas de Desmontagem"
typeScavenging,"Limpeza"
typeSchematics,"Esquema"
typeScience,"Ciência"
typeSeeds,"Semente da colheita"
typeSecretStash,"Esconderijo Secreto"
typeShortBlade,"Lâmina Curta"
typeShotguns,"Espingarda"
typeSigns,"Placa"
typeSkillBooks,"Livro de Habilidades"
typeSledgehammers,"Trenó"
typeSmeltingTools,"Ferramentas para Fornalha"
typeSniperRifles,"Rifle de Precisão"
typeSpawnPoint,"Ponto de renascimento"
typeSpears,"Lança"
typeSpecial,"Objeto especial"
typeSpecialItems,"Item de missão"
typeStairs,"Escadaria"
typeStorage,"Armazenamento"
typeStorageEmpty,"Armazenamento vazio"
typeStorageTanks,"Tanque de armazenamento"
typeStructural,"Estrutural"
typeSubmachineGuns,"Submetralhadora"
typeSupport,"Apoio"
typeSwords,"Espada"
typeTerrain,"Terreno"
typeThrowable,"Arremessável"
typeThrowableExplosive,"Explosivo arremessável"
typeToolParts,"Componente de ferramenta"
typeTools,"Ferramenta"
typeToolsTraps,"Ferramenta/Armadilha"
typeTrade,"Negociar"
typeTraps,"Armadilha"
typeTrees,"Árvore"
typeTrucks,"Caminhão | Veículo"
typeVehicles,"Veículo"
typeVents,"Aberturas"
typeWeapons,"Arma"
typeWeaponsTools,"Armas/Ferramentas"
typeWindows,"Janela"
typeWorkstations,"Estação de Trabalho"
typeWorkstationTools,"Ferramenta de Estação de Trabalho"
twitchBounty,"Recompensa"
headerDisplay,"Tela"
headerQuality,"Qualidade"
headerUI,"Interface de Usuário"
headerVideo,"Configurações de Vídeo"
groupAll,"Tudo"
groupAllBlocks,"Todos Blocos"
groupAmmo,"Munição"
groupAmmoPortableTurret,"Munição de Torreta"
groupAmmoPrimitive,"Munição primitiva"
groupAmmoStandard,"Munição padrão"
groupAmmoWeapons,"Munição/Armas"
groupAmmoAndExplosives,"Munição e Explosivos"
groupAppliances,"Utensilhos"
groupAutomotive,"Automotivo"
groupBasics,"Basico"
groupBasicBlocks,"Blocos básicos"
groupBars,"Barras e Treliças"
groupBeams,"Vigas e Feixes"
groupBlocks,"Blocos"
groupBooks,"Livros"
groupBooksAndSchematics,"Livros e Esquemas"
groupBuilding,"Construção"
groupBundles,"Pacotes"
groupCatwalks,"Passarelas"
groupChemicals,"Produtos químicos"
groupClothing,"Roupas"
groupClothingAndArmor,"Roupas e Armaduras"
groupCollectors,"Coleção de Recursos"
groupConsumables,"Consumível"
groupContainers,"Recipiente"
groupCorpses,"Cadáveres"
groupCrops,"Plantações"
groupDebris,"Destroços"
groupDecor,"Decoração"
groupDecorMisc,"Decoração/Diversos"
groupDoors,"Portas"
groupDrinks,"Bebidas"
groupDyes,"Tinturas"
groupElectrical,"Elétrico"
groupEmpty,"Armazenamento vazio"
groupExplosives,"Explosivos"
groupFences,"Cercas"
groupFirstAid,"Primeiros Socorros"
groupFrames,"Blocos de quadro"
groupFoliage,"Folhagem"
groupFood,"Comida"
groupFoodCooking,"Comida/Cozinhar"
groupFurniture,"Mobiliário"
groupGrenades,"Granadas"
groupHeroTreasure,"Tesouro"
groupHeavyArmor,"Armadura pesada"
groupItems,"Itens"
groupLightArmor,"Armadura leve"
groupLighting,"Iluminação"
groupLoot,"Saquear"
groupLootHelper,"Auxilio de Saque"
groupMedicine,"Medicinal"
groupMediumArmor,"Armadura Média"
groupMinesExplosives,"Minas/Explosivos"
groupMods,"Mods"
groupOutdoor,"Exterior"
groupPlumbing,"Encanamento"
groupPrefabBlocks,"Blocos POI"
groupPrefabEditor,"Prefab Editor"
groupRangedWeapons,"Armas à distância"
groupResources,"Recursos"
groupRoadProps,"Decoração da estrada"
groupRobotics,"Robótica"
groupScience,"Ciência"
groupSchematics,"Esquemas"
groupSeeds,"Sementes"
groupShrubs,"Arbustos"
groupSigns,"Placas"
groupSpecial,"Objetos Especiais"
groupStairs,"Escadaria"
groupStorage,"Armazenamento"
groupStorageEmpty,"Armazenamento vazio"
groupStorageHelpers,"Auxiliar de armazenamento"
groupStorageTanks,"Tanques de armazenamento"
groupStructural,"Estrutural"
groupSupport,"Apoio"
groupTerrain,"Terreno"
groupTools,"Ferramentas"
groupToolsTraps,"Ferramentas/Armadilhas"
groupTraps,"Armadilhas"
groupTrash,"Lixo"
groupTrees,"Árvores"
groupUnclassified,"Sem classificação"
groupVariantHelpers,"Auxiliares de variantes"
groupVegetation,"Vegetação"
groupVehicles,"Veículos"
groupVents,"Ventilação"
groupWeapons,"Armas"
groupWeaponsTools,"Armas e Ferramentas"
groupWindows,"Janelas"
groupWorkstations,"Estações de Trabalho"
groupWorkstationTools,"Ferramentas de Estações de Trabalho"
ulm_loot_biker_1,"Espólio caído"
ulm_loot_biker_2,"Espólio caído"
ulm_loot_biker_3,"Espólio caído"
ulm_loot_boss_1,"Espólio caído"
ulm_loot_boss_2,"Espólio caído"
ulm_loot_boss_3,"Espólio caído"
ulm_loot_burnt_1,"Espólio caído"
ulm_loot_burnt_2,"Espólio caído"
ulm_loot_burnt_3,"Espólio caído"
ulm_loot_business_1,"Espólio caído"
ulm_loot_business_2,"Espólio caído"
ulm_loot_business_3,"Espólio caído"
ulm_loot_cheerleader_1,"Espólio caído"
ulm_loot_cheerleader_2,"Espólio caído"
ulm_loot_cheerleader_3,"Espólio caído"
ulm_loot_common_1,"Espólio caído"
ulm_loot_common_2,"Espólio caído"
ulm_loot_common_3,"Espólio caído"
ulm_loot_cop_1,"Espólio caído"
ulm_loot_cop_2,"Espólio caído"
ulm_loot_cop_3,"Espólio caído"
ulm_loot_farmer_1,"Espólio caído"
ulm_loot_farmer_2,"Espólio caído"
ulm_loot_farmer_3,"Espólio caído"
ulm_loot_fat_1,"Espólio caído"
ulm_loot_fat_2,"Espólio caído"
ulm_loot_fat_3,"Espólio caído"
ulm_loot_football_1,"Espólio caído"
ulm_loot_football_2,"Espólio caído"
ulm_loot_football_3,"Espólio caído"
ulm_loot_hazmat_1,"Espólio caído"
ulm_loot_hazmat_2,"Espólio caído"
ulm_loot_hazmat_3,"Espólio caído"
ulm_loot_lab_1,"Espólio caído"
ulm_loot_lab_2,"Espólio caído"
ulm_loot_lab_3,"Espólio caído"
ulm_loot_mini_boss_1,"Espólio caído"
ulm_loot_mini_boss_2,"Espólio caído"
ulm_loot_mini_boss_3,"Espólio caído"
ulm_loot_nurse_1,"Espólio caído"
ulm_loot_nurse_2,"Espólio caído"
ulm_loot_nurse_3,"Espólio caído"
ulm_loot_snow_1,"Espólio caído"
ulm_loot_snow_2,"Espólio caído"
ulm_loot_snow_3,"Espólio caído"
ulm_loot_skater_1,"Espólio caído"
ulm_loot_skater_2,"Espólio caído"
ulm_loot_skater_3,"Espólio caído"
ulm_loot_soldier_1,"Espólio caído"
ulm_loot_soldier_2,"Espólio caído"
ulm_loot_soldier_3,"Espólio caído"
ulm_loot_special_1,"Espólio caído"
ulm_loot_special_2,"Espólio caído"
ulm_loot_special_3,"Espólio caído"
ulm_loot_stripper_1,"Espólio caído"
ulm_loot_stripper_2,"Espólio caído"
ulm_loot_stripper_3,"Espólio caído"
ulm_loot_utility_1,"Espólio caído"
ulm_loot_utility_2,"Espólio caído"
ulm_loot_utility_3,"Espólio caído"
videoAntiAliasing,"Suavização"
videoAntiAliasingDesc,"Remove bordas irregulares do objeto"
videoAntiAliasingSharp,"Nitidez de suavização"
videoAntiAliasingSharpDesc,"Quantidade de nitidez por Anti-aliasing Temporal combinando informações de frames já renderizados com os frames atuais.\n[decea3][Impacto no desempenho: médio][-]"
videoBloom,"Bloom"
videoBloomDesc,"Um brilho em torno de destaques mais claros.\n[decea3][Impacto no desempenho: médio][-]"
videoDepthOfField,"Profundidade de campo"
videoDepthOfFieldDesc,"Objetos distantes ficam desfocados.\n[decea3][Impacto no desempenho: médio][-]"
videoDynamicMeshDistance,"Distância da malha"
videoDynamicMeshDistanceDesc,"Distância em metros em que a renderização do sistema de Malhas Dinâmicas pode ser visualizada.\n[decea3][Impacto no desempenho: alto][-]"
videoDynamicMeshEnabled,"Malhas Dinâmicas"
videoDynamicMeshEnabledDesc,"Quando ativado, as alterações do jogador e do bloco de POI serão exibidas à distância.\nRequer o recarregamento do jogo no menu principal.\n[decea3][Impacto no desempenho: médio][-]"
videoDynamicMeshHighQualityMesh,"Opções de malha dinâmica"
videoDynamicMeshHighQualityMeshDesc,"Se ativado, as malhas distantes serão mais detalhadas.\n[decea3][Impacto no desempenho: alto, usa mais RAM][-]"
videoDynamicMeshLandClaimBuffer,"Buffer de reivindicação de terra"
videoDynamicMeshLandClaimBufferDesc,"O número de quadros ao redor do Bloco de Reivindicação de Terra que o sistema de malha dinâmica pode funcionar.\n[decea3][Impacto no desempenho: alto][-]"
videoDynamicMeshLandClaimOnly,"Somente reivindicação de terra"
videoDynamicMeshLandClaimOnlyDesc,"O sistema de malha dinâmica só se aplica ao redor da área dos Blocos de Reivindicação de Terra."
videoDynamicMeshMaxMeshCache,"Processamento máximo de malha"
videoDynamicMeshMaxMeshCacheDesc,"O número de malhas que serão processadas simultaneamente em segundo plano.\n[decea3][Impacto no desempenho: alto, usa mais RAM][-]"
videoDynamicMeshMaxRegionLoads,"Máximo de Regiões Carregadas"
videoDynamicMeshMaxRegionLoadsDesc,"O número de regiões que serão carregadas ao mesmo tempo.\n[decea3][Impacto no desempenho: alto, afeta o FPS][-]"
videoFieldOfView,"Campo de visão"
videoFieldOfViewDesc,"A amplitude do seu ângulo de visão.\n[decea3][Impacto no desempenho: baixo][-]"
videoFullscreen,"Tela cheia"
videoFullscreenDesc,"Execute o jogo em tela cheia ou em modo janela.\n[decea3][Impacto no desempenho: médio][-]"
videoBrightness,"Brilho"
videoBrightnessDesc,"Ajuste para adequar a intensidade de luz da sua tela com a iluminação do seu ambiente.\n[decea3][Impacto no desempenho: nenhum][-]"
videoGrassDistance,"Distância da grama"
videoGrassDistanceDesc,"A distância máxima na qual você pode ver a grama.\n[decea3][Impacto no desempenho: médio][-]"
videoJournalPopup,"Pop-up pro Diário"
videoJournalPopupDesc,"Mostra uma janela ao receber uma nova informação do diário no lugar de mostrar somente uma dica."
videoLODDistance,"Distância do ND"
videoLODDistanceDesc,"Alcance em distância onde nível máximo geral de detalhes(conforme configurações) é aplicado a objetos no mundo.\n[decea3][Impacto no desempenho: alto][-]"
videoMotionBlur,"Desfoque de movimento"
videoMotionBlurDesc,"Nível de qualidade do desfoque de movimento (mais amostras de pixels e suavização).\n[decea3][Impacto no desempenho: alto][-]"
videoOcclusion,"Oclusão"
videoOcclusionDesc,"Desabilita o desenho de objetos que não são visíveis. Aumenta o desempenho interno.\nNão pode ser alterado durante um jogo.\n[decea3][Impacto no desempenho: médio][-]"
videoQualityPreset,"Ajuste pré-definido de qualidade"
videoQualityPresetDesc,"Qualidade geral dos gráficos. Altera quase todas as configurações.\n[decea3][Impacto no desempenho: alto][-]"
videoReflectedShadows,"Projetar Sombras no Reflexo"
videoReflectedShadowsDesc,"Sombras são processadas e mostradas dentro dos reflexos de iluminação gerados.\n[decea3][Impacto no desempenho: alto][-]"
videoReflectionQuality,"Reflexos"
videoReflectionQualityDesc,"Define o quão limpo serão os reflexos gerados. Fornece uma iluminação mais realista.\n[decea3][Impacto no desempenho: muito alto][-]"
videoResolution,"Resolução"
videoResolutionDesc,"Define a resolução da tela na qual o jogo é exibido.\n[decea3][Impacto no desempenho: muito alto][-]"
videoScreenBounds,"Tamanho da UI."
videoScreenBoundsDesc,"Limita o tamanho da UI na tela."
videoShadowsDistance,"Distância das sombras"
videoShadowsDistanceDesc,"Qualidade e distância das sombras dos objetos.\n[decea3][Impacto no desempenho: alto][-]"
videoSSAO,"SSAO"
videoSSAODesc,"Use o efeito de imagem SSAO, que desenha sombras mais detalhadas nos objetos.\n[decea3][Impacto no desempenho: médio][-]"
videoSSReflections,"Reflexos SS"
videoSSReflectionsDesc,"Usado pra gerar mais reflexos mais sutis como em poças ou um chão molhado de reflexos\n[decea3][Impacto no desempenho: alto][-]"
videoStreamingMipmapsEnabled,"Transmissão de textura"
videoStreamingMipmapsEnabledDesc,"Ativa o streaming de texturas para a memória para redução do uso de memória\n[decea3][Impacto no desempenho: médio a alto][-]"
videoSunShafts,"Feixes de sol"
videoSunShaftsDesc,"Emite raios de luz do sol passando por objetos obstrutivos.\n[decea3][Impacto no desempenho: médio][-]"
videoTempCelsius,"Unidade de temperatura"
videoTempCelsiusDesc,"Unidade para usar ao exibir temperaturas."
videoTextureFilter,"Filtro das texturas"
videoTextureFilterDesc,"Define a intensidade do filtro para uma mistura das texturas de forma mais agradável.\n[decea3][Impacto no desempenho: médio a alto][-]"
videoTextureQuality,"Texturas"
videoTextureQualityDesc,"Ajusta o uso de memória de vídeo e o desempenho de acordo com a opção selecionada.\nO jogo precisa ser reiniciado.\n[decea3][Impacto no desempenho: médio][-]"
videoTreeQuality,"Árvores"
videoTreeQualityDesc,"Qualidade geral das árvores com base na distância delas.\n[decea3][Impacto no desempenho: alto][-]"
videoUIBackgroundOpacity,"Opacidade do plano de fundo da UI"
videoUIBackgroundOpacityDesc,"Papel de parede/opacidade do plano de fundo/transparência"
videoUIForegroundOpacity,"Opacidade do primeiro plano da UI"
videoUIForegroundOpacityDesc,"contornos e opacidade do ícone/transparência"
videoUMATextureQuality,"Texturas do Avatar"
videoUMATextureQualityDesc,"Controla a qualidade da textura do personagem bem como a construção de sua vestimenta."
videoViewDistance,"Distância de visão"
videoViewDistanceDesc,"Define quão longe você consegue ver detalhes do mundo.\nNão pode ser alterado durante o jogo.\n[decea3][Impacto no desempenho: alto][-]"
videoVSync,"Sincronização vertical"
videoVSyncDesc,"Sincroniza a taxa de quadros por segundo gerada equacionando-a de forma a se adequar à frequência de atualização do monitor, evitando o 'tearing'.\n[decea3][Impacto no desempenho: baixo][-]"
videoParticles,"Partículas"
videoParticlesDesc,"Quantidade de partículas.\n[decea3][Impacto no desempenho: médio a alto][-]"
videoWaterQuality,"Água"
videoWaterQualityDesc,"Camadas e efeitos que ocorrem na superfície dos planos de água.\n[decea3][Impacto no desempenho: alto][-]"
videoUiSize,"Tamanho da UI"
videoUiSizeDesc,"Reduz a escala todos os elementos da UI"
videoUiFpsScaling,"Escala de exibição da taxa de quadros"
videoUiFpsScalingDesc,"Dimensione o visor de FPS no jogo, por exemplo para melhorar legibilidade em vídeos/streams ou uma visualização menos obstruída."
videoDyMode,"Modo de resolução dinâmica"
videoDyModeDesc,"A resolução dinâmica reduz a resolução da renderização tridimensional conforme necessário para aumentar a taxa de quadros"
videoDyMinFPS,"FPS mín. para Res Dinâmica"
videoDyMinFPSDesc,"Reduz a resolução do jogo quando abaixo deste FPS"
videoDyScale,"Escala de resolução dinâmica"
videoDyScaleDesc,"Fator de escala de resolução dinâmica se você deseja uma quantidade fixa de escala reduzida"
videoObjectQuality,"Qualidade do objeto"
videoObjectQualityDesc,"Detalhe geral de entidades e árvores com base em quão longe elas estão. Além disso, a distância em que eles não serão mais exibidos.\n[decea3][Impacto no desempenho: alto][-]"
videoTerrainQuality,"Qualidade do terreno"
videoTerrainQualityDesc,"Qualidade geral e distância do terreno.\nA distância não será atualizada durante o jogo.\n[decea3][Impacto no desempenho: alto][-]"
videoAutoHideExpBar,"Ocultar automaticamente o EXP"
videoAutoHideExpBarDesc,"Oculta automaticamente a barra de experiência enquanto não estiver recebendo EXP.\n[decea3][Padrão: Após 5s][-]"
videoAutoHideToolbelt,"Ocultar automaticamente o cinto"
videoAutoHideToolbeltDesc,"Oculta automaticamente o cinto de ferramentas ao alternar entre seus itens ou blocos. Modificar essa configuração exige que você role para um slot de cinto de ferramentas diferente pelo menos uma vez para que a nova configuração entre em vigor.\n[decea3][Padrão: após 5s][-]"
videoShowCompass,"Bússola"
videoShowCompassDesc,"Mostra a bússola.\n[decea3][Padrão: Ativado][-]"
videoShowDayAndTime,"Dia e hora"
videoShowDayAndTimeDesc,"Mostra o dia e a hora.\n[decea3][Padrão: Ativado][-]"
videoShowDebugValues,"Modo Desenvolvedor"
videoShowDebugValuesDesc,"Mostra informações adicionais de depuração relacionadas ao Undead Legacy.\n[decea3][Padrão: Desativado][-]"
videoShowBuffTimers,"Mostrar temporizadores de buff"
videoShowBuffTimersDesc,"Mostra o tempo restante de um buff ativo como texto adicional para buffs ativos exibidos no HUD.\n[decea3][Padrão: Desativado][-]"
videoShowStatValues,"Mostrar Valores"
videoShowStatValuesDesc,"Mostra valores numéricos de algumas estatísticas do jogador no HUD.\n[decea3][Padrão: Inventário][-]"
videoShowTacticalHud,"HUD Tático"
videoShowTacticalHudDesc,"Mostra Vigor e Furtividade perto do cursor.\n[decea3][Padrão: Desativado][-]"
videoShowTargetHealth,"Vida do Alvo"
videoShowTargetHealthDesc,"Mostra barras de vida para o alvo.\n[decea3][Padrão: ativado][-]"
videoShowTargetBlockHealth,"Vida dos Blocos"
videoShowTargetBlockHealthDesc,"Mostra valores numéricos da integridade do bloco de destino ao danificar, reparar ou atualizar blocos.\n[decea3][Padrão: Desativado][-]"
videoShowPlayerLevelOnHUD,"Mostrar nível acima do cinto"
videoShowPlayerLevelOnHUDDesc,"Mostra o nível do jogador no topo da barra de experiência do cinto de ferramentas"
videoShowMeleeIcon,"Ícone Ativo"
videoShowMeleeIconDesc,"Mostra o ícone do item que está ativo no cinto. Não totalmente implementado.\n[decea3][Padrão: Desativado][-]"
videoShowCarryWeight,"Barra de Peso"
videoShowCarryWeightDesc,"Mostra a Barra de Peso com base no limite definido, se o seu Peso de Transporte estiver acima dessa porcentagem, ele mostra a barra no HUD\n[decea3][Padrão: 75%][-]"
videoShowWater,"Barra de Água"
videoShowWaterDesc,"Mostra a Barra de Água com base no limite definido, se sua Água estiver abaixo dessa porcentagem, mostra a barra no HUD\n[decea3][Padrão: 50%][-]"
videoShowFood,"Barra de Comida"
videoShowFoodDesc,"Mostra a Barra de Comida com base no limite definido, se a sua Comida estiver abaixo dessa porcentagem, ela mostra a barra no HUD\n[decea3][Padrão: 50%][-]"
videoShowSpeedometer,"Velocímetro"
videoShowSpeedometerDesc,"Mostra o velocímetro para veículos.\n[decea3][Padrão: km/h][-]"
videoShowToolbeltTooltip,"Dicas para o Cinto"
videoShowToolbeltTooltipDesc,"Mostra dicas acima do cinto de ferramentas.\n[decea3][Padrão: Ativado][-]"
videoShowMeleeCrosshair,"Mira corpo a corpo"
videoShowMeleeCrosshairDesc,"Visibilidade da mira quando você estiver usando itens de classe corpo a corpo"
videoShowRangedCrosshair,"Mira à distância"
videoShowRangedCrosshairDesc,"Visibilidade da mira quando você estiver usando itens de classe à distância"
videoShowOnScreenIcons,"Ícones na tela"
videoShowOnScreenIconsDesc,"Visibilidade dos ícones de navegação na tela\n[decea3][Padrão: Ativado][-]"
videoCompassInactiveMarkerOpacity,"Opacidade do ícone da bússola"
videoCompassInactiveMarkerOpacityDesc,"Determina o quão opacos ficarão os marcadores [decea3]inativos[-] do mapa são vistos na bússola."
videoUnloadUnusedAssets,"Descarregamento de ativos não utilizados"
videoUnloadUnusedAssetsDesc,"Ativa ou desativa o descarregamento de ativos não utilizados incorporados da memória do sistema. Quando desativado, o jogo usará mais memória do sistema, mas aumentará a capacidade de resposta da interface do usuário e reduzirá o congelamento ao realizar interações.\n[decea3][Padrão: ativado][-]"
